MAG.US,SVM.US,EXK.US,FSM.US,ASM.US,PAAS.US,WPM.US
0.0,2.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,2.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-1.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,-1.0,0.0,-1.0,0.0
0.0,2.0,0.0,2.0,0.0,2.0,0.0
0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,2.0
0.0,2.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,-1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.0,0.0,2.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,2.0,2.0,2.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,2.0,2.0,1.0,1.0,2.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,-1.0,0.0,2.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,-1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,2.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.0,0.0,0.0,0.0,-1.0,0.0
0.0,2.0,0.0,2.0,0.0,2.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,2.0,2.0,0.0
0.0,2.0,2.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,2.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,-1.0,-1.0,0.0,2.0,2.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,2.0,-1.0,2.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,-1.0,0.0,0.0
0.0,0.0,0.0,2.0,2.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,-1.0,-1.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,-1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,2.0,0.0,2.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,2.0,0.0,0.0,-1.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,2.0,2.0,-1.0
0.0,0.0,-1.0,0.0,0.0,0.0,2.0
2.0,0.0,0.0,-1.0,0.0,-1.0,0.0
0.0,1.0,0.0,2.0,0.0,2.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,-1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,2.0,0.0,0.0
2.0,2.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0
2.0,0.0,2.0,0.0,0.0,2.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,-1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,2.0,2.0,2.0,2.0
-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,1.0,0.0,-1.0
0.0,0.0,2.0,0.0,0.0,0.0,2.0
-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,2.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,2.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,2.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,2.0,0.0,1.0,0.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,2.0,0.0,2.0,2.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,0.0,2.0,2.0,-1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,-1.0,0.0,0.0
0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,-1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,2.0,0.0
0.0,2.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,2.0,0.0,-1.0,0.0,2.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,1.0,1.0,1.0,2.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,2.0,1.0,2.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,2.0
2.0,0.0,2.0,0.0,0.0,-1.0,0.0
0.0,0.0,0.0,0.0,2.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,2.0,0.0,2.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0
2.0,0.0,0.0,2.0,0.0,2.0,2.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,2.0,2.0,-1.0,2.0,-1.0
-1.0,0.0,0.0,0.0,0.0,-1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,2.0,2.0,2.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
0.0,-1.0,-1.0,2.0,0.0,0.0,2.0
-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0,0.0
